Game,Team 1,Score,Team 2,Week,Patch,Date,esportSS,Patch_short,Name_x,Season_x,Region_x,Games_x,Win rate_x,K:D_x,GPM_x,GDM_x,Game duration_x,Kills / game_x,Deaths / game_x,Towers killed_x,Towers lost_x,FB%_x,FT%_x,DRAPG_x,DRA%_x,VGPG_x,HERPG_x,HER%_x,DRA@15_x,TD@15_x,GD@15_x,PPG_x,NASHPG_x,NASH%_x,CSM_x,DPM_x,WPM_x,VWPM_x,WCPM_x,Season_short_x,Name_y,Season_y,Region_y,Games_y,Win rate_y,K:D_y,GPM_y,GDM_y,Game duration_y,Kills / game_y,Deaths / game_y,Towers killed_y,Towers lost_y,FB%_y,FT%_y,DRAPG_y,DRA%_y,VGPG_y,HERPG_y,HER%_y,DRA@15_y,TD@15_y,GD@15_y,PPG_y,NASHPG_y,NASH%_y,CSM_y,DPM_y,WPM_y,VWPM_y,WCPM_y,Season_short_y
DragonX vs GEN,DragonX,1 - 2,Gen.G eSports,WEEK3,10.3,2020-02-21,lck spring 2020,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
GEN vs Griffin,Griffin,0 - 2,Gen.G eSports,WEEK6,10.5,2020-03-25,lck spring 2020,10,Griffin,S10,KR,45,35.6%,0.83,1633,-133,34:03,8.9,10.7,4.0,7.3,53.3,31.1,1.80,36.8,-,0.64,36.7,0.80,-0.5,-842,-,0.27,25.7,32.0,1532,3.9,1.60,1.72,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
DWG vs GEN,DAMWON Gaming,0 - 2,Gen.G eSports,WEEK2,10.2,2020-02-14,lck spring 2020,10,DAMWON Gaming,S10,KR,43,51.2%,1.01,1784,54,33:31,11.5,11.4,6.7,5.5,51.2,48.8,2.63,52.7,-,1.19,64.0,1.00,0.0,15,-,0.74,49.5,33.7,1800,3.7,1.44,1.79,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
T1 vs GEN,T1,2 - 1,Gen.G eSports,WEEK2,10.2,2020-02-16,lck spring 2020,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
HLE vs GEN,Hanwha Life eSports,2 - 1,Gen.G eSports,WEEK8,10.6,2020-04-12,lck spring 2020,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
SB vs GEN,Sandbox Gaming,0 - 2,Gen.G eSports,WEEK5,10.4,2020-03-05,lck spring 2020,10,Sandbox Gaming,S10,KR,44,36.4%,0.84,1683,-73,33:37,9.8,11.6,5.1,6.1,36.4,47.7,2.20,45.1,-,0.77,39.8,0.93,0.0,-113,-,0.45,41.7,32.7,1625,3.9,1.56,1.87,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
APK Prince vs GEN,SeolHaeOne Prince,1 - 2,Gen.G eSports,WEEK8,10.6,2020-04-08,lck spring 2020,10,SeolHaeOne Prince,S10,KR,43,39.5%,0.75,1668,-116,34:27,11.0,14.5,5.0,6.9,48.8,53.5,2.28,42.1,-,1.02,54.7,0.60,0.0,-925,-,0.67,50.5,31.2,1827,3.7,1.44,1.78,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
AF vs GEN,Afreeca Freecs,0 - 2,Gen.G eSports,WEEK6,10.5,2020-03-28,lck spring 2020,10,Afreeca Freecs,S10,KR,46,41.3%,0.82,1667,-77,35:00,10.7,12.9,5.2,6.5,54.3,43.5,2.48,49.6,-,0.91,48.9,1.02,0.0,-475,-,0.54,42.5,31.0,1730,3.8,1.52,1.89,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
KT Rolster vs GEN,KT Rolster,1 - 2,Gen.G eSports,WEEK1,10.2,2020-02-05,lck spring 2020,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10
DragonX vs T1,DragonX,1 - 2,T1,WEEK3,10.3,2020-02-19,lck spring 2020,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
T1 vs Griffin,Griffin,1 - 2,T1,WEEK7,10.6,2020-04-03,lck spring 2020,10,Griffin,S10,KR,45,35.6%,0.83,1633,-133,34:03,8.9,10.7,4.0,7.3,53.3,31.1,1.80,36.8,-,0.64,36.7,0.80,-0.5,-842,-,0.27,25.7,32.0,1532,3.9,1.60,1.72,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
T1 vs DWG,DAMWON Gaming,2 - 0,T1,WEEK7,10.6,2020-04-05,lck spring 2020,10,DAMWON Gaming,S10,KR,43,51.2%,1.01,1784,54,33:31,11.5,11.4,6.7,5.5,51.2,48.8,2.63,52.7,-,1.19,64.0,1.00,0.0,15,-,0.74,49.5,33.7,1800,3.7,1.44,1.79,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
GEN vs T1,Gen.G eSports,1 - 2,T1,WEEK7,10.6,2020-04-01,lck spring 2020,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
HLE vs T1,Hanwha Life eSports,2 - 1,T1,WEEK1,10.2,2020-02-07,lck spring 2020,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
T1 vs SB,Sandbox Gaming,0 - 2,T1,WEEK8,10.6,2020-04-09,lck spring 2020,10,Sandbox Gaming,S10,KR,44,36.4%,0.84,1683,-73,33:37,9.8,11.6,5.1,6.1,36.4,47.7,2.20,45.1,-,0.77,39.8,0.93,0.0,-113,-,0.45,41.7,32.7,1625,3.9,1.56,1.87,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
APK Prince vs T1,SeolHaeOne Prince,0 - 2,T1,WEEK3,10.3,2020-02-22,lck spring 2020,10,SeolHaeOne Prince,S10,KR,43,39.5%,0.75,1668,-116,34:27,11.0,14.5,5.0,6.9,48.8,53.5,2.28,42.1,-,1.02,54.7,0.60,0.0,-925,-,0.67,50.5,31.2,1827,3.7,1.44,1.78,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
AF vs T1,Afreeca Freecs,2 - 1,T1,WEEK5,10.4,2020-03-05,lck spring 2020,10,Afreeca Freecs,S10,KR,46,41.3%,0.82,1667,-77,35:00,10.7,12.9,5.2,6.5,54.3,43.5,2.48,49.6,-,0.91,48.9,1.02,0.0,-475,-,0.54,42.5,31.0,1730,3.8,1.52,1.89,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
KT Rolster vs T1,KT Rolster,0 - 2,T1,WEEK2,10.2,2020-02-13,lck spring 2020,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10
DragonX vs HLE,DragonX,2 - 0,Hanwha Life eSports,WEEK2,10.2,2020-02-13,lck spring 2020,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
Griffin vs HLE,Griffin,2 - 0,Hanwha Life eSports,WEEK9,10.7,2020-04-16,lck spring 2020,10,Griffin,S10,KR,45,35.6%,0.83,1633,-133,34:03,8.9,10.7,4.0,7.3,53.3,31.1,1.80,36.8,-,0.64,36.7,0.80,-0.5,-842,-,0.27,25.7,32.0,1532,3.9,1.60,1.72,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
HLE vs DWG,DAMWON Gaming,2 - 0,Hanwha Life eSports,WEEK7,10.6,2020-04-02,lck spring 2020,10,DAMWON Gaming,S10,KR,43,51.2%,1.01,1784,54,33:31,11.5,11.4,6.7,5.5,51.2,48.8,2.63,52.7,-,1.19,64.0,1.00,0.0,15,-,0.74,49.5,33.7,1800,3.7,1.44,1.79,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
T1 vs HLE,T1,2 - 1,Hanwha Life eSports,WEEK6,10.5,2020-03-29,lck spring 2020,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
GEN vs HLE,Gen.G eSports,2 - 0,Hanwha Life eSports,WEEK3,10.3,2020-02-19,lck spring 2020,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
SB vs HLE,Sandbox Gaming,2 - 1,Hanwha Life eSports,WEEK7,10.6,2020-04-04,lck spring 2020,10,Sandbox Gaming,S10,KR,44,36.4%,0.84,1683,-73,33:37,9.8,11.6,5.1,6.1,36.4,47.7,2.20,45.1,-,0.77,39.8,0.93,0.0,-113,-,0.45,41.7,32.7,1625,3.9,1.56,1.87,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
HLE vs APK Prince,SeolHaeOne Prince,2 - 1,Hanwha Life eSports,WEEK8,10.6,2020-04-11,lck spring 2020,10,SeolHaeOne Prince,S10,KR,43,39.5%,0.75,1668,-116,34:27,11.0,14.5,5.0,6.9,48.8,53.5,2.28,42.1,-,1.02,54.7,0.60,0.0,-925,-,0.67,50.5,31.2,1827,3.7,1.44,1.78,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
AF vs HLE,Afreeca Freecs,2 - 1,Hanwha Life eSports,WEEK1,10.2,2020-02-09,lck spring 2020,10,Afreeca Freecs,S10,KR,46,41.3%,0.82,1667,-77,35:00,10.7,12.9,5.2,6.5,54.3,43.5,2.48,49.6,-,0.91,48.9,1.02,0.0,-475,-,0.54,42.5,31.0,1730,3.8,1.52,1.89,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
KT Rolster vs HLE,KT Rolster,2 - 0,Hanwha Life eSports,WEEK4,10.3,2020-02-29,lck spring 2020,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10
DragonX vs KT Rolster,DragonX,2 - 1,KT Rolster,WEEK1,10.2,2020-02-07,lck spring 2020,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
Griffin vs KT Rolster,Griffin,1 - 2,KT Rolster,WEEK5,10.4,2020-03-06,lck spring 2020,10,Griffin,S10,KR,45,35.6%,0.83,1633,-133,34:03,8.9,10.7,4.0,7.3,53.3,31.1,1.80,36.8,-,0.64,36.7,0.80,-0.5,-842,-,0.27,25.7,32.0,1532,3.9,1.60,1.72,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
DWG vs KT Rolster,DAMWON Gaming,2 - 0,KT Rolster,WEEK2,10.2,2020-02-16,lck spring 2020,10,DAMWON Gaming,S10,KR,43,51.2%,1.01,1784,54,33:31,11.5,11.4,6.7,5.5,51.2,48.8,2.63,52.7,-,1.19,64.0,1.00,0.0,15,-,0.74,49.5,33.7,1800,3.7,1.44,1.79,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
KT Rolster vs T1,T1,0 - 2,KT Rolster,WEEK8,10.6,2020-04-10,lck spring 2020,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
GEN vs KT Rolster,Gen.G eSports,2 - 1,KT Rolster,WEEK9,10.7,2020-04-15,lck spring 2020,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
HLE vs KT Rolster,Hanwha Life eSports,0 - 2,KT Rolster,WEEK6,10.5,2020-03-27,lck spring 2020,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
SB vs KT Rolster,Sandbox Gaming,0 - 2,KT Rolster,WEEK8,10.6,2020-04-11,lck spring 2020,10,Sandbox Gaming,S10,KR,44,36.4%,0.84,1683,-73,33:37,9.8,11.6,5.1,6.1,36.4,47.7,2.20,45.1,-,0.77,39.8,0.93,0.0,-113,-,0.45,41.7,32.7,1625,3.9,1.56,1.87,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
KT Rolster vs APK Prince,SeolHaeOne Prince,2 - 1,KT Rolster,WEEK7,10.6,2020-04-04,lck spring 2020,10,SeolHaeOne Prince,S10,KR,43,39.5%,0.75,1668,-116,34:27,11.0,14.5,5.0,6.9,48.8,53.5,2.28,42.1,-,1.02,54.7,0.60,0.0,-925,-,0.67,50.5,31.2,1827,3.7,1.44,1.78,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
AF vs KT Rolster,Afreeca Freecs,1 - 2,KT Rolster,WEEK3,10.3,2020-02-23,lck spring 2020,10,Afreeca Freecs,S10,KR,46,41.3%,0.82,1667,-77,35:00,10.7,12.9,5.2,6.5,54.3,43.5,2.48,49.6,-,0.91,48.9,1.02,0.0,-475,-,0.54,42.5,31.0,1730,3.8,1.52,1.89,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10
Griffin vs DragonX,Griffin,0 - 2,DragonX,WEEK6,10.5,2020-03-28,lck spring 2020,10,Griffin,S10,KR,45,35.6%,0.83,1633,-133,34:03,8.9,10.7,4.0,7.3,53.3,31.1,1.80,36.8,-,0.64,36.7,0.80,-0.5,-842,-,0.27,25.7,32.0,1532,3.9,1.60,1.72,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
DWG vs DragonX,DAMWON Gaming,0 - 2,DragonX,WEEK5,10.4,2020-03-04,lck spring 2020,10,DAMWON Gaming,S10,KR,43,51.2%,1.01,1784,54,33:31,11.5,11.4,6.7,5.5,51.2,48.8,2.63,52.7,-,1.19,64.0,1.00,0.0,15,-,0.74,49.5,33.7,1800,3.7,1.44,1.79,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
DragonX vs T1,T1,2 - 0,DragonX,WEEK6,10.5,2020-03-27,lck spring 2020,10,T1,S10,KR,44,68.2%,1.50,1790,131,34:11,11.8,7.8,7.2,4.9,47.7,40.9,2.57,53.6,-,0.89,47.7,0.95,-0.1,342,-,0.75,65.8,34.0,1739,4.0,1.42,1.82,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
DragonX vs GEN,Gen.G eSports,0 - 2,DragonX,WEEK7,10.6,2020-04-04,lck spring 2020,10,Gen.G eSports,S10,KR,44,70.5%,1.59,1791,161,33:34,12.3,7.8,7.4,4.2,75.0,59.1,2.80,59.6,-,1.00,52.3,1.11,0.2,1203,-,0.80,69.9,33.1,1726,3.8,1.47,1.82,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
HLE vs DragonX,Hanwha Life eSports,2 - 1,DragonX,WEEK6,10.5,2020-03-25,lck spring 2020,10,Hanwha Life eSports,S10,KR,45,37.8%,0.72,1655,-144,33:01,9.3,12.9,4.4,7.0,46.7,46.7,2.04,40.4,-,1.00,53.3,0.89,-0.2,-1133,-,0.42,39.6,31.5,1709,3.7,1.68,1.66,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
SB vs DragonX,Sandbox Gaming,1 - 2,DragonX,WEEK1,10.2,2020-02-09,lck spring 2020,10,Sandbox Gaming,S10,KR,44,36.4%,0.84,1683,-73,33:37,9.8,11.6,5.1,6.1,36.4,47.7,2.20,45.1,-,0.77,39.8,0.93,0.0,-113,-,0.45,41.7,32.7,1625,3.9,1.56,1.87,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
APK Prince vs DragonX,SeolHaeOne Prince,0 - 2,DragonX,WEEK4,10.3,2020-02-28,lck spring 2020,10,SeolHaeOne Prince,S10,KR,43,39.5%,0.75,1668,-116,34:27,11.0,14.5,5.0,6.9,48.8,53.5,2.28,42.1,-,1.02,54.7,0.60,0.0,-925,-,0.67,50.5,31.2,1827,3.7,1.44,1.78,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
AF vs DragonX,Afreeca Freecs,1 - 2,DragonX,WEEK2,10.2,2020-02-15,lck spring 2020,10,Afreeca Freecs,S10,KR,46,41.3%,0.82,1667,-77,35:00,10.7,12.9,5.2,6.5,54.3,43.5,2.48,49.6,-,0.91,48.9,1.02,0.0,-475,-,0.54,42.5,31.0,1730,3.8,1.52,1.89,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
KT Rolster vs DragonX,KT Rolster,0 - 2,DragonX,WEEK7,10.6,2020-04-02,lck spring 2020,10,KT Rolster,S10,KR,46,52.2%,1.05,1725,31,32:11,9.5,9.0,6.4,5.5,52.2,63.0,2.67,57.2,-,1.09,54.3,1.24,0.4,420,-,0.54,48.8,32.6,1697,3.7,1.58,1.79,10,DragonX,S10,KR,46,67.4%,1.42,1826,167,32:45,13.2,9.2,6.8,4.3,34.8,63.0,2.72,62.4,-,0.91,48.9,1.02,0.3,1434,-,0.70,62.4,34.2,1969,3.6,1.47,1.81,10
