Game,Team 1,Score,Team 2,Week,Patch,Date,esportSS,Patch_short,Name_x,Season_x,Region_x,Games_x,Win rate_x,K:D_x,GPM_x,GDM_x,Game duration_x,Kills / game_x,Deaths / game_x,Towers killed_x,Towers lost_x,FB%_x,FT%_x,DRAPG_x,DRA%_x,VGPG_x,HERPG_x,HER%_x,DRA@15_x,TD@15_x,GD@15_x,PPG_x,NASHPG_x,NASH%_x,CSM_x,DPM_x,WPM_x,VWPM_x,WCPM_x,Season_short_x,Name_y,Season_y,Region_y,Games_y,Win rate_y,K:D_y,GPM_y,GDM_y,Game duration_y,Kills / game_y,Deaths / game_y,Towers killed_y,Towers lost_y,FB%_y,FT%_y,DRAPG_y,DRA%_y,VGPG_y,HERPG_y,HER%_y,DRA@15_y,TD@15_y,GD@15_y,PPG_y,NASHPG_y,NASH%_y,CSM_y,DPM_y,WPM_y,VWPM_y,WCPM_y,Season_short_y
GLX vs BTS,Luxury Esports,1 - 2,Burst The Sky Esports,WEEK6,11.4,2021-03-13,vcs spring 2021,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11,Burst The Sky Esports,S11,VN,38,34.2%,0.83,1746,-139,30:19,13.3,16.0,4.4,7.0,52.6,34.2,1.79,40.9,-,0.76,39.5,0.71,-0.7,-1044,-,0.47,27.8,32.5,1947,3.5,1.30,1.51,11
SGB vs BTS,Saigon Buffalo,2 - 0,Burst The Sky Esports,WEEK8,11.5,2021-03-26,vcs spring 2021,11,Saigon Buffalo,S11,VN,36,61.1%,1.29,1880,116,29:10,17.0,13.2,7.0,4.2,55.6,77.8,2.72,66.0,-,1.42,70.8,1.33,0.8,1752,-,0.78,64.3,32.7,2119,3.5,1.42,1.47,11,Burst The Sky Esports,S11,VN,38,34.2%,0.83,1746,-139,30:19,13.3,16.0,4.4,7.0,52.6,34.2,1.79,40.9,-,0.76,39.5,0.71,-0.7,-1044,-,0.47,27.8,32.5,1947,3.5,1.30,1.51,11
CES vs BTS,Cerberus Esports,2 - 1,Burst The Sky Esports,WEEK2,11.1,2021-01-31,vcs spring 2021,11,Cerberus Esports,S11,VN,36,61.1%,1.08,1805,7,32:55,16.4,15.1,6.2,5.4,52.8,44.4,2.64,54.4,-,0.86,43.1,0.97,-0.3,-297,-,0.86,54.3,32.2,2184,3.3,1.55,1.56,11,Burst The Sky Esports,S11,VN,38,34.2%,0.83,1746,-139,30:19,13.3,16.0,4.4,7.0,52.6,34.2,1.79,40.9,-,0.76,39.5,0.71,-0.7,-1044,-,0.47,27.8,32.5,1947,3.5,1.30,1.51,11
Team Flash vs BTS,Team Flash,2 - 1,Burst The Sky Esports,WEEK8,11.5,2021-03-27,vcs spring 2021,11,Team Flash,S11,VN,38,36.8%,0.85,1756,-112,31:01,13.8,16.2,4.9,6.9,47.4,36.8,1.66,39.0,-,1.03,52.6,0.63,-0.3,-1140,-,0.68,40.1,32.2,1981,3.5,1.30,1.50,11,Burst The Sky Esports,S11,VN,38,34.2%,0.83,1746,-139,30:19,13.3,16.0,4.4,7.0,52.6,34.2,1.79,40.9,-,0.76,39.5,0.71,-0.7,-1044,-,0.47,27.8,32.5,1947,3.5,1.30,1.51,11
Team Secret vs GAM Esports,Team Secret,2 - 0,GAM Esports,WEEK4,11.3,2021-02-26,vcs spring 2021,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11
SE vs GAM Esports,SBTC Esports,0 - 2,GAM Esports,WEEK7,11.5,2021-03-20,vcs spring 2021,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11
GLX vs GAM Esports,Luxury Esports,0 - 2,GAM Esports,WEEK3,11.2,2021-02-21,vcs spring 2021,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11
SGB vs GAM Esports,Saigon Buffalo,0 - 2,GAM Esports,WEEK2,11.1,2021-01-29,vcs spring 2021,11,Saigon Buffalo,S11,VN,36,61.1%,1.29,1880,116,29:10,17.0,13.2,7.0,4.2,55.6,77.8,2.72,66.0,-,1.42,70.8,1.33,0.8,1752,-,0.78,64.3,32.7,2119,3.5,1.42,1.47,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11
CES vs GAM Esports,Cerberus Esports,1 - 2,GAM Esports,WEEK9,11.6,2021-04-01,vcs spring 2021,11,Cerberus Esports,S11,VN,36,61.1%,1.08,1805,7,32:55,16.4,15.1,6.2,5.4,52.8,44.4,2.64,54.4,-,0.86,43.1,0.97,-0.3,-297,-,0.86,54.3,32.2,2184,3.3,1.55,1.56,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11
BTS vs GAM Esports,Burst The Sky Esports,0 - 2,GAM Esports,WEEK5,11.4,2021-03-06,vcs spring 2021,11,Burst The Sky Esports,S11,VN,38,34.2%,0.83,1746,-139,30:19,13.3,16.0,4.4,7.0,52.6,34.2,1.79,40.9,-,0.76,39.5,0.71,-0.7,-1044,-,0.47,27.8,32.5,1947,3.5,1.30,1.51,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11
Team Flash vs GAM Esports,Team Flash,1 - 2,GAM Esports,WEEK5,11.4,2021-03-07,vcs spring 2021,11,Team Flash,S11,VN,38,36.8%,0.85,1756,-112,31:01,13.8,16.2,4.9,6.9,47.4,36.8,1.66,39.0,-,1.03,52.6,0.63,-0.3,-1140,-,0.68,40.1,32.2,1981,3.5,1.30,1.50,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11
Team Secret vs SE,Team Secret,0 - 2,SBTC Esports,WEEK3,11.2,2021-02-20,vcs spring 2021,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11
SE vs GAM Esports,GAM Esports,2 - 0,SBTC Esports,WEEK2,11.1,2021-01-30,vcs spring 2021,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11
GLX vs SE,Luxury Esports,2 - 0,SBTC Esports,WEEK9,11.6,2021-04-02,vcs spring 2021,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11
SGB vs SE,Saigon Buffalo,2 - 1,SBTC Esports,WEEK4,11.3,2021-02-26,vcs spring 2021,11,Saigon Buffalo,S11,VN,36,61.1%,1.29,1880,116,29:10,17.0,13.2,7.0,4.2,55.6,77.8,2.72,66.0,-,1.42,70.8,1.33,0.8,1752,-,0.78,64.3,32.7,2119,3.5,1.42,1.47,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11
CES vs SE,Cerberus Esports,1 - 2,SBTC Esports,WEEK5,11.4,2021-03-05,vcs spring 2021,11,Cerberus Esports,S11,VN,36,61.1%,1.08,1805,7,32:55,16.4,15.1,6.2,5.4,52.8,44.4,2.64,54.4,-,0.86,43.1,0.97,-0.3,-297,-,0.86,54.3,32.2,2184,3.3,1.55,1.56,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11
BTS vs SE,Burst The Sky Esports,2 - 1,SBTC Esports,WEEK6,11.4,2021-03-12,vcs spring 2021,11,Burst The Sky Esports,S11,VN,38,34.2%,0.83,1746,-139,30:19,13.3,16.0,4.4,7.0,52.6,34.2,1.79,40.9,-,0.76,39.5,0.71,-0.7,-1044,-,0.47,27.8,32.5,1947,3.5,1.30,1.51,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11
Team Flash vs SE,Team Flash,0 - 2,SBTC Esports,WEEK2,11.1,2021-01-31,vcs spring 2021,11,Team Flash,S11,VN,38,36.8%,0.85,1756,-112,31:01,13.8,16.2,4.9,6.9,47.4,36.8,1.66,39.0,-,1.03,52.6,0.63,-0.3,-1140,-,0.68,40.1,32.2,1981,3.5,1.30,1.50,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11
Team Secret vs GLX,Team Secret,2 - 1,Luxury Esports,WEEK3,11.2,2021-02-19,vcs spring 2021,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11
GAM Esports vs GLX,GAM Esports,2 - 0,Luxury Esports,WEEK8,11.5,2021-03-28,vcs spring 2021,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11
SE vs GLX,SBTC Esports,2 - 1,Luxury Esports,WEEK4,11.3,2021-02-28,vcs spring 2021,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11
SGB vs GLX,Saigon Buffalo,2 - 0,Luxury Esports,WEEK5,11.4,2021-03-05,vcs spring 2021,11,Saigon Buffalo,S11,VN,36,61.1%,1.29,1880,116,29:10,17.0,13.2,7.0,4.2,55.6,77.8,2.72,66.0,-,1.42,70.8,1.33,0.8,1752,-,0.78,64.3,32.7,2119,3.5,1.42,1.47,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11
CES vs GLX,Cerberus Esports,2 - 0,Luxury Esports,WEEK6,11.4,2021-03-12,vcs spring 2021,11,Cerberus Esports,S11,VN,36,61.1%,1.08,1805,7,32:55,16.4,15.1,6.2,5.4,52.8,44.4,2.64,54.4,-,0.86,43.1,0.97,-0.3,-297,-,0.86,54.3,32.2,2184,3.3,1.55,1.56,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11
BTS vs GML,Burst The Sky Esports,1 - 2,Luxury Esports,WEEK1,11.1,2021-01-24,vcs spring 2021,11,Burst The Sky Esports,S11,VN,38,34.2%,0.83,1746,-139,30:19,13.3,16.0,4.4,7.0,52.6,34.2,1.79,40.9,-,0.76,39.5,0.71,-0.7,-1044,-,0.47,27.8,32.5,1947,3.5,1.30,1.51,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11
Team Flash vs GLX,Team Flash,2 - 0,Luxury Esports,WEEK7,11.5,2021-03-19,vcs spring 2021,11,Team Flash,S11,VN,38,36.8%,0.85,1756,-112,31:01,13.8,16.2,4.9,6.9,47.4,36.8,1.66,39.0,-,1.03,52.6,0.63,-0.3,-1140,-,0.68,40.1,32.2,1981,3.5,1.30,1.50,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11
GAM Esports vs Team Secret,GAM Esports,2 - 0,Team Secret,WEEK6,11.4,2021-03-14,vcs spring 2021,11,GAM Esports,S11,VN,32,81.3%,1.73,1962,306,27:35,18.1,10.4,7.3,3.0,68.8,75.0,2.38,62.9,-,1.34,68.8,0.94,1.1,2850,-,0.66,67.9,34.0,2186,3.4,1.15,1.47,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11
Team Secret vs SE,SBTC Esports,1 - 2,Team Secret,WEEK7,11.5,2021-03-19,vcs spring 2021,11,SBTC Esports,S11,VN,35,48.6%,0.93,1808,-25,30:43,14.0,15.1,5.8,6.1,45.7,42.9,2.03,44.9,-,0.83,41.4,0.86,-0.1,-324,-,0.83,51.0,33.4,1949,3.1,1.15,1.47,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11
GLX vs Team Secret,Luxury Esports,0 - 2,Team Secret,WEEK8,11.5,2021-03-26,vcs spring 2021,11,Luxury Esports,S11,VN,34,29.4%,0.67,1784,-144,30:25,13.3,19.7,4.3,7.3,29.4,41.2,1.94,44.5,-,0.68,35.3,1.00,-0.6,-1440,-,0.50,39.8,33.4,2092,3.2,1.33,1.44,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11
SGB vs Team Secret,Saigon Buffalo,2 - 1,Team Secret,WEEK1,11.1,2021-01-23,vcs spring 2021,11,Saigon Buffalo,S11,VN,36,61.1%,1.29,1880,116,29:10,17.0,13.2,7.0,4.2,55.6,77.8,2.72,66.0,-,1.42,70.8,1.33,0.8,1752,-,0.78,64.3,32.7,2119,3.5,1.42,1.47,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11
CES vs Team Secret,Cerberus Esports,2 - 1,Team Secret,WEEK2,11.1,2021-01-29,vcs spring 2021,11,Cerberus Esports,S11,VN,36,61.1%,1.08,1805,7,32:55,16.4,15.1,6.2,5.4,52.8,44.4,2.64,54.4,-,0.86,43.1,0.97,-0.3,-297,-,0.86,54.3,32.2,2184,3.3,1.55,1.56,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11
BTS vs Team Secret,Burst The Sky Esports,1 - 2,Team Secret,WEEK9,11.6,2021-04-01,vcs spring 2021,11,Burst The Sky Esports,S11,VN,38,34.2%,0.83,1746,-139,30:19,13.3,16.0,4.4,7.0,52.6,34.2,1.79,40.9,-,0.76,39.5,0.71,-0.7,-1044,-,0.47,27.8,32.5,1947,3.5,1.30,1.51,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11
Team Flash vs Team Secret,Team Flash,1 - 2,Team Secret,WEEK5,11.4,2021-03-06,vcs spring 2021,11,Team Flash,S11,VN,38,36.8%,0.85,1756,-112,31:01,13.8,16.2,4.9,6.9,47.4,36.8,1.66,39.0,-,1.03,52.6,0.63,-0.3,-1140,-,0.68,40.1,32.2,1981,3.5,1.30,1.50,11,Team Secret,S11,VN,37,51.4%,1.03,1823,29,30:40,14.5,14.0,6.2,5.7,48.6,51.4,2.11,49.6,-,0.97,50.0,1.05,0.2,-8,-,0.68,58.8,33.1,1917,3.2,1.19,1.44,11
BRO vs KDF,Kwangdong Freecs,1 - 0,Fredit BRION,TIEBREAKERS,12.5,2022-03-20,lck spring 2022,12,Kwangdong Freecs,S12,KR,42,47.6%,1.18,1741,-5,35:01,11.8,10.0,6.6,5.9,42.9,61.9,2.48,51.9,-,1.00,51.2,0.83,-0.1,-221,3.57,0.52,49.6,32.5,1827,3.9,1.72,1.88,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12
KDF vs BRO,Kwangdong Freecs,2 - 1,Fredit BRION,WEEK5,12.3,2022-02-19,lck spring 2022,12,Kwangdong Freecs,S12,KR,42,47.6%,1.18,1741,-5,35:01,11.8,10.0,6.6,5.9,42.9,61.9,2.48,51.9,-,1.00,51.2,0.83,-0.1,-221,3.57,0.52,49.6,32.5,1827,3.9,1.72,1.88,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12
T1 vs BRO,T1,2 - 0,Fredit BRION,WEEK8,12.4,2022-03-13,lck spring 2022,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12
NS vs BRO,Nongshim RedForce,1 - 2,Fredit BRION,WEEK4,12.2,2022-02-11,lck spring 2022,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12
DRX vs BRO,DRX,2 - 0,Fredit BRION,WEEK3,12.2,2022-01-26,lck spring 2022,12,DRX,S12,KR,41,53.7%,0.93,1763,7,34:26,11.0,11.7,6.4,5.8,48.8,48.8,2.10,42.5,-,1.20,59.8,0.66,0.1,20,4.07,0.73,55.7,33.2,1882,3.4,1.50,1.80,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12
LSB vs BRO,Liiv SANDBOX,2 - 1,Fredit BRION,WEEK5,12.3,2022-02-16,lck spring 2022,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12
DWG KIA vs BRO,DWG KIA,2 - 0,Fredit BRION,WEEK2,12.1,2022-01-22,lck spring 2022,12,DWG KIA,S12,KR,42,64.3%,1.28,1792,86,35:43,12.2,9.6,7.2,5.5,54.8,54.8,3.05,56.9,-,1.19,59.5,0.81,0.2,723,5.36,0.93,61.6,32.6,1775,3.7,1.46,1.67,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12
KT Rolster vs BRO,KT Rolster,0 - 2,Fredit BRION,WEEK6,12.3,2022-02-26,lck spring 2022,12,KT Rolster,S12,KR,43,44.2%,0.96,1783,-22,33:35,12.0,12.4,5.4,6.6,53.5,46.5,2.72,55.9,-,0.91,47.7,1.09,-0.1,-221,4.28,0.67,46.7,33.4,1806,3.7,1.53,1.79,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12
KDF vs LSB,Kwangdong Freecs,2 - 0,Liiv SANDBOX,WEEK9,12.5,2022-03-20,lck spring 2022,12,Kwangdong Freecs,S12,KR,42,47.6%,1.18,1741,-5,35:01,11.8,10.0,6.6,5.9,42.9,61.9,2.48,51.9,-,1.00,51.2,0.83,-0.1,-221,3.57,0.52,49.6,32.5,1827,3.9,1.72,1.88,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
T1 vs LSB,T1,2 - 1,Liiv SANDBOX,WEEK9,12.5,2022-03-18,lck spring 2022,12,T1,S12,KR,43,83.7%,1.52,1935,261,33:34,16.0,10.5,8.7,3.9,60.5,83.7,2.58,58.6,-,1.40,70.9,0.70,0.6,1896,6.98,1.05,76.7,33.4,2137,3.6,1.39,1.62,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
BRO vs LSB,Fredit BRION,2 - 0,Liiv SANDBOX,WEEK8,12.4,2022-03-10,lck spring 2022,12,Fredit BRION,S12,KR,44,47.7%,1.00,1754,-26,35:33,11.2,11.3,6.0,6.5,52.3,36.4,2.57,49.6,-,0.82,42.0,0.89,-0.3,-587,3.50,0.86,51.2,33.1,1711,3.8,1.68,1.95,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
NS vs LSB,Nongshim RedForce,2 - 0,Liiv SANDBOX,WEEK1,12.1,2022-01-15,lck spring 2022,12,Nongshim RedForce,S12,KR,45,35.6%,0.79,1730,-103,34:55,10.4,13.2,5.5,7.3,55.6,48.9,2.09,41.7,-,0.84,42.2,0.69,0.1,11,4.76,0.53,36.7,33.0,1703,3.6,1.65,1.57,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
GEN vs LSB,Gen.G eSports,2 - 0,Liiv SANDBOX,WEEK5,12.3,2022-02-18,lck spring 2022,12,Gen.G eSports,S12,KR,40,70.0%,1.36,1881,170,33:12,14.2,10.4,7.8,4.5,55.0,52.5,2.80,61.0,-,0.68,33.8,0.98,0.1,620,4.58,0.85,63.2,34.6,2060,3.6,1.42,1.84,12,Liiv SANDBOX,S12,KR,41,26.8%,0.57,1677,-229,31:46,8.6,15.1,4.1,8.4,41.5,24.4,2.02,42.9,-,0.71,39.0,1.02,-0.4,-1732,2.83,0.41,28.2,32.8,1617,3.2,1.24,1.55,12
